Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
,TAFE SA,,Health and Safety Representative Training - Level 2,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T101921292.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Health and Safety Representative Training - Level 3,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T101973982.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Implementing Workplace Health and Wellbeing Programs,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T620295252.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Return to Work Coordinator Training,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T937427374.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Barossa Valley,Certificate III in Individual Support (Ageing),Community Services,"$3,646",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00835.aspx?S=AWD&Y=2021,English,A,Learn to provide physical and emotional support to older people to enhance their independence and wellbeing. The course will introduce you to all aspects of a support worker’s role including assisting with daily activities and personal care.,"Personal care worker, home care assistant, care worker, in-home respite worker, personal care attendant, care assistant, personal care giver, community care worker, community house worker, residential care worker, community support worker, support worker.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No,Communicate and work in health or community services,Follow safe work practices for direct client care,Provide individualised support,Recognise healthy body systems,Support independence and wellbeing,Work legally and ethically,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Barossa Valley,Certificate III in Individual Support (Disability),Community Services,"$3,875 -
                          $3,874",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00836.aspx?S=AWD&Y=2021,English,A,"Develop the skills to support individuals with disability, living in the community and/or supported accommodation. Learn about independence and wellbeing, communication, working with diverse people, legal and ethical requirements, healthy body systems and safe work practices.","Accommodation support worker, personal care worker, home care worker, disability support worker, community house worker, in-home respite worker, community care worker, disability service officer, personal care assistant, carer, residential support worker, community worker, support worker, school support officer.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Communicate and work in health or community services,Follow safe work practices for direct client care,Provide individualised support,Recognise healthy body systems,Support independence and wellbeing,Work legally and ethically,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Barossa Valley,Certificate III in Individual Support (Home and Community),Community Services,"$3,875",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00837.aspx?S=AWD&Y=2021,English,A,"Learn how to put your compassionate and caring nature to work with clients in their own homes or community settings, helping them to achieve their goals in line with organisational policies, guidelines and service delivery plans.","Community support worker, personal care worker, home care worker, home care assistant, care assistant, in-home respite worker, community care worker, accommodation support worker, personal care assistant, carer, residential care worker.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Normal,No,Communicate and work in health or community services,Follow safe work practices for direct client care,Provide individualised support,Recognise healthy body systems,Support independence and wellbeing,Work legally and ethically,Work with diverse people,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Berri,Certificate III in Early Childhood Education and Care,Community Services,"$3,699 -
                          $3,892",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00612.aspx?S=AWD&Y=2021,English,A,"Develop the skills and knowledge you need to inspire and support children as an Early Childhood Educator. You could work in a childcare, preschool, classroom, out-of-school-hours care or even a community education setting.","The Certificate III in Early Childhood Education and Care is the minimum requirement for employment in the early childhood industry.
Under the Education and Care Services National Law (2011) the Australian Children’s Education and Care Quality Authority (ACECQA) has set minimum training standards for all educators who are directly working with children in Birth to Preschool age Long Day Care centres. Educators must hold or be working towards an approved Certificate III level education and care qualification (or higher).  The list of approved early childhood education and care qualifications and information regarding regulatory requirements can be found here: www.acecqa.gov.au",Australia,Yes,Yes,,Yes,Yes,"
Completion of the Core Skills Profile for Adults (CSPA)
",Apprenticeships & Traineeships,No,Develop cultural competence,Develop positive and respectful relationships with children,Ensure the health and safety of children,Identify and respond to children and young people at risk,Participate in workplace health and safety,Promote Aboriginal and/or Torres Strait Islander cultural safety,Promote and provide healthy food and drinks,Provide an emergency first aid response in an education and care setting,Provide care for babies and toddlers,Provide care for children,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Regency Park,Certificate III in Education Support,Community Services,"$3,427 -
                          $3,611",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00625.aspx?S=AWD&Y=2021,English,A,"Gain the knowledge to work in a range of education settings, including preschool, primary or high schools, or community education settings. You will develop a range of skills to support teachers and help students to develop literacy, numeracy and computer skills, or work with students with disabilities.",School services officers and early childhood workers.,Australia,Yes,Yes,,Yes,Yes,"
Completion of the Core Skills Profile for Adults (CSPA)
",Normal,No,Assist in implementation of planned educational programs,"Comply with legislative, policy and industrial requirements in the education environment",Contribute to organisation and management of classroom or centre,Contribute to student education in all developmental domains,Contribute to the health and safety of students,Promote Aboriginal and/or Torres Strait Islander cultural safety,Support behaviour of children and young people,Support students with additional needs in the classroom environment,Support the development of literacy and oral language skills,Support the development of numeracy skills,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Mount Gambier,Diploma of Early Childhood Education and Care,Community Services,"$8,778 -
                          $11,153",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00614.aspx?S=AWD&Y=2021,English,A,"Further your career in early childhood education by gaining the skills and knowledge to become a team leader, director or educational leader in a range of education settings. Learn about cultural competence, health and safety, food and drink, respectful relationships, learning frameworks, holistic development, compliance, nurturing creativity, curriculum and workplace safety.","Team leader, assistant director, director, educational leader.",Australia,Yes,Yes,,Yes,Yes,"
Completion of the Core Skills Profile for Adults (CSPA)
",Apprenticeships & Traineeships,No,Analyse information to inform learning,Design and implement the curriculum to foster childrens learning and development,Develop cultural competence,Develop positive and respectful relationships with children,Embed sustainable practices in service operations,Ensure the health and safety of children,Establish and implement plans for developing cooperative behaviour,Establish and maintain a safe and healthy environment for children,Facilitate compliance in an education and care service,Foster the holistic development and wellbeing of the child in early childhood,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Responding to Abuse and Neglect – Education and Care (RAN-EC) Training,Community Services,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T956093522.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Safe Environments for Children and Young People (formerly Child Safe Environments),Community Services,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T009926981.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Early Childhood Education and Care,Community Services,,,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00612.aspx?S=APP&Y=2021,English,A,"Develop the skills and knowledge you need to inspire and support children as an Early Childhood Educator. You could work in a childcare, preschool, classroom, out-of-school-hours care or even a community education setting.","The Certificate III in Early Childhood Education and Care is the minimum requirement for employment in the early childhood industry.
Under the Education and Care Services National Law (2011) the Australian Children’s Education and Care Quality Authority (ACECQA) has set minimum training standards for all educators who are directly working with children in Birth to Preschool age Long Day Care centres. Educators must hold or be working towards an approved Certificate III level education and care qualification (or higher).  The list of approved early childhood education and care qualifications and information regarding regulatory requirements can be found here: www.acecqa.gov.au",Australia,Yes,Yes,,Yes,Yes,"

Important Information



This course has a blended learning approach, incorporating online learning, weekly contact sessions (on campus/Skype) and some on campus workshops. Attendance at all of these components is essential to enable successful completion of the qualification. This course mode requires you to have access to a computer connected to the internet.
Prior to commencing your vocational placement you are required to have a Child-related Employment Screening clearance letter from the Department for Communities and Social Inclusion; a Child Safe Environment certificate for Children's Services; Responding to Abuse and Neglect-Education and Care (RAN-EC) certificate for Department for Education school or service or a private school or service in South Australia.
PLEASE NOTE: This course is intended for people who are not attending high school / secondary school. If you are currently still enrolled in high school or a Flexible Learning Option (FLO) student, please contact your VET Coordinator at your school regarding the VET for Schools programs.
Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.


",Apprenticeships & Traineeships,No,Develop cultural competence,Develop positive and respectful relationships with children,Ensure the health and safety of children,Identify and respond to children and young people at risk,Participate in workplace health and safety,Promote Aboriginal and/or Torres Strait Islander cultural safety,Promote and provide healthy food and drinks,Provide an emergency first aid response in an education and care setting,Provide care for babies and toddlers,Provide care for children,,,,,,,,,,,,,,,,,,,,
